measurement_id,discharge_m3_s,discharge_l_s,area_km2,discharge_per_area_l_s_km2,urban_km2,forest_km2,agriculture_total_km2,cropland_km2,meadow_km2,is_gauge_reference,elevation_measurement_m,elevation_max_m,elevation_diff_m,geology,elevation_mean_m,relief_ratio,precipitation_mm,urban_pct,forest_pct,cropland_pct,meadow_pct,recharge_mm_per_year,geo_buntsandstein,geo_diorite_schiefer,geo_crystalline_granite
21,0.01,9.46,1.26,7.49,0.36,0.8,0.1,0.02,0.08,False,266.45,533,266.55,crystalline_granite,399.725,0.23746161343918906,959.7525,28.571428571428566,63.49206349206349,1.5873015873015872,6.349206349206349,236.36642400000002,0,0,1
22,0.0,3.66,0.31,11.68,0.04,0.13,0.15,0.1,0.05,False,238.75,375,136.25,crystalline_granite,306.875,0.2447122240114808,876.1875,12.5,40.625,31.25,15.625,368.592768,0,0,1
23,0.01,7.38,0.91,8.09,0.28,0.22,0.41,0.23,0.19,False,220.99,417,196.01,crystalline_granite,318.995,0.2054743108458632,887.0955,30.43478260869566,23.91304347826087,25.000000000000007,20.65217391304348,255.300984,0,0,1
24,0.0,2.76,0.54,5.13,0.0,0.37,0.17,0.14,0.03,False,221.13,423,201.87,crystalline_granite,322.065,0.27471027465313347,889.8585,0.0,68.5185185185185,25.925925925925924,5.555555555555555,161.890488,0,0,1
25,0.0,4.31,0.65,6.59,0.0,0.53,0.13,0.06,0.06,False,222.5,450,227.5,crystalline_granite,336.25,0.28217902119044924,902.625,0.0,81.53846153846153,9.230769230769228,9.230769230769228,207.964584,0,0,1
26,0.12,122.86,13.87,8.86,1.79,6.18,5.89,2.38,3.51,False,205.23,550,344.77,diorite_schiefer,377.615,0.0925744708502747,939.8534999999999,12.914862914862915,44.58874458874459,17.17171717171717,25.324675324675322,279.60033599999997,0,1,0
27,0.02,15.54,1.87,8.32,0.13,0.98,0.75,0.41,0.34,False,272.74,525,252.26,crystalline_granite,398.87,0.18447078171030998,958.983,6.989247311827958,52.68817204301075,22.043010752688172,18.27956989247312,262.559232,0,0,1
28,0.04,41.99,2.38,17.66,0.12,1.43,0.83,0.04,0.79,False,313.28,527,213.72,crystalline_granite,420.14,0.13853409979756856,978.126,5.042016806722689,60.08403361344538,1.6806722689075633,33.19327731092437,557.307216,0,0,1
29,0.02,15.21,1.35,11.26,0.18,0.41,0.76,0.49,0.27,False,383.46,550,166.54,crystalline_granite,466.73,0.14333481032830736,1020.057,13.333333333333334,30.370370370370363,36.29629629629629,20.0,355.338576,0,0,1
30,0.0,2.38,1.46,1.63,0.0,1.22,0.24,0.11,0.12,False,277.85,482,204.15,crystalline_granite,379.925,0.16895574215817344,941.9325,0.0,84.13793103448275,7.586206896551722,8.275862068965516,51.438888,0,0,1
31,0.0,2.89,7.44,0.39,0.0,7.11,0.33,0.27,0.06,False,297.89,521,223.11,crystalline_granite,409.445,0.08179609458103534,968.5005,0.0,95.56451612903226,3.6290322580645165,0.8064516129032258,12.307464000000001,0,0,1
32,0.19,189.99,18.14,10.47,2.09,7.33,8.71,4.07,4.64,False,187.28,550,362.72,diorite_schiefer,368.64,0.08516337447994571,931.7760000000001,11.527854384997243,40.43022614451186,22.44897959183674,25.592939878654164,330.408072,0,1,0
33,0.0,3.01,1.38,2.18,0.06,1.04,0.27,0.16,0.11,False,223.2,480,256.8,crystalline_granite,351.6,0.21860267709884662,916.44,4.3795620437956195,75.91240875912408,11.678832116788321,8.02919708029197,68.795568,0,0,1
34,0.0,3.46,0.76,4.57,0.0,0.4,0.36,0.28,0.09,False,222.76,428,205.24,crystalline_granite,325.38,0.23542642609797051,892.842,0.0,51.948051948051955,36.36363636363637,11.688311688311687,144.218232,0,0,1
35,0.09,89.83,1.77,50.75,0.19,1.48,0.11,0.05,0.05,False,236.31,547,310.69,diorite_schiefer,391.655,0.2335289044401989,952.4894999999999,10.734463276836157,83.61581920903954,2.824858757062147,2.824858757062147,1601.5482,0,1,0
36,0.07,69.22,9.74,7.11,0.82,4.74,4.18,1.45,2.73,False,232.74,550,317.26,diorite_schiefer,391.37,0.10165666114744679,952.233,8.41889117043121,48.6652977412731,14.887063655030799,28.02874743326489,224.374536,0,1,0
37,0.03,34.25,3.77,9.08,0.15,2.41,1.21,0.62,0.59,False,276.8,506,229.2,buntsandstein,391.4,0.11804400564155941,952.26,3.978779840848806,63.92572944297083,16.445623342175068,15.649867374005305,286.543008,1,0,0
38,0.0,1.57,0.17,9.13,0.0,0.02,0.15,0.06,0.09,False,446.45,475,28.55,buntsandstein,460.725,0.06924392094787306,1014.6525,0.0,11.764705882352942,35.294117647058826,52.94117647058824,288.12088800000004,1,0,0
39,0.25,248.0,43.79,5.66,5.52,19.69,18.58,10.42,8.16,True,179.84,550,370.16,crystalline_granite,364.92,0.05593736620644312,928.428,12.60561772094085,44.964603790819815,23.79538707467458,18.63439141356474,178.616016,0,0,1
